"Year,RPM_DOMESTIC,RPM_INTERNATIONAL,RPM_TOTAL,ASM_Month,ASM_DOMESTIC,ASM_INTERNATIONAL,ASM_TOTAL,LF_DOMESTIC,LF_INTERNATIONAL,LF_TOTAL,",
"Dec-17,""57,019,535"",""60,775,338"",""117,794,873"",12,""68,288,922"",""75,906,016"",""144,194,938"",83.5,80.07,81.69,",
"Jan-18,""51,749,912"",""59,453,638"",""111,203,550"",1,""65,620,672"",""75,118,644"",""140,739,315"",78.86,79.15,79.01,",
"Feb-18,""49,485,071"",""50,828,011"",""100,313,082"",2,""60,522,880"",""67,016,496"",""127,539,376"",81.76,75.84,78.65,",
"Mar-18,""61,747,129"",""63,568,026"",""125,315,154"",3,""71,735,320"",""77,465,615"",""149,200,935"",86.08,82.06,83.99,",
"Apr-18,""59,377,590"",""63,562,990"",""122,940,579"",4,""70,414,075"",""79,873,440"",""150,287,515"",84.33,79.58,81.8,",
"May-18,""62,619,156"",""69,163,181"",""131,782,336"",5,""73,368,677"",""85,210,411"",""158,579,088"",85.35,81.17,83.1,",
"Jun-18,""66,139,478"",""75,348,038"",""141,487,516"",6,""75,381,813"",""87,597,184"",""162,978,997"",87.74,86.02,86.81,",
"Jul-18,""69,134,671"",""80,014,370"",""149,149,041"",7,""78,464,770"",""92,234,179"",""170,698,950"",88.11,86.75,87.38,",
"Aug-18,""66,175,377"",""78,454,027"",""144,629,405"",8,""76,781,697"",""91,054,920"",""167,836,616"",86.19,86.16,86.17,",
"Sep-18,""55,460,393"",""66,854,643"",""122,315,036"",9,""68,567,752"",""83,319,172"",""151,886,924"",80.88,80.24,80.53,",
"Oct-18,""61,041,081"",""65,927,200"",""126,968,281"",10,""72,083,298"",""82,541,386"",""154,624,685"",84.68,79.87,82.11,",
"Nov-18,""58,809,658"",""58,907,346"",""117,717,004"",11,""69,135,399"",""73,745,713"",""142,881,112"",85.06,79.88,82.39,",
"Dec-18,""59,508,712"",""64,221,646"",""123,730,358"",12,""71,904,501"",""79,686,144"",""151,590,645"",82.76,80.59,81.62,",
"Jan-19,""54,385,716"",""62,882,618"",""117,268,335"",1,""68,793,235"",""78,379,338"",""147,172,573"",79.06,80.23,79.68,",
"Feb-19,""51,428,017"",""52,568,314"",""103,996,331"",2,""62,839,845"",""69,131,731"",""131,971,576"",81.84,76.04,78.8,",
"Mar-19,""65,432,889"",""65,166,816"",""130,599,705"",3,""75,689,382"",""79,968,881"",""155,658,262"",86.45,81.49,83.9,",
"Apr-19,""61,981,793"",""66,579,166"",""128,560,959"",4,""72,373,911"",""83,162,076"",""155,535,987"",85.64,80.06,82.66,",
"May-19,""65,841,594"",""72,376,219"",""138,217,812"",5,""75,423,671"",""86,888,951"",""162,312,621"",87.3,83.3,85.16,",
"Jun-19,""68,442,481"",""77,662,576"",""146,105,058"",6,""76,654,561"",""88,672,986"",""165,327,547"",89.29,87.58,88.37,",
"Jul-19,""71,301,905"",""80,613,133"",""151,915,038"",7,""80,120,972"",""92,416,386"",""172,537,357"",88.99,87.23,88.05,",
"Aug-19,""68,211,760"",""79,973,678"",""148,185,438"",8,""79,065,035"",""92,305,915"",""171,370,950"",86.27,86.64,86.47,",
"Sep-19,""58,274,147"",""68,178,607"",""126,452,754"",9,""70,735,962"",""83,608,324"",""154,344,286"",82.38,81.55,81.93,",
"Oct-19,""63,399,907"",""66,647,891"",""130,047,798"",10,""74,992,543"",""82,131,811"",""157,124,354"",84.54,81.15,82.77,",
"Nov-19,""59,220,229"",""59,043,509"",""118,263,739"",11,""72,195,405"",""72,945,661"",""145,141,066"",82.03,80.94,81.48,",
"Dec-19,""65,379,783"",""66,495,282"",""131,875,065"",12,""76,256,625"",""79,465,470"",""155,722,095"",85.74,83.68,84.69,",
"Jan-20,""57,708,727"",""63,656,317"",""121,365,044"",1,""72,531,290"",""78,240,030"",""150,771,320"",79.56,81.36,80.5,",
"Feb-20,""55,395,633"",""49,123,061"",""104,518,694"",2,""68,590,624"",""66,112,475"",""134,703,099"",80.76,74.3,77.59,",
"Mar-20,""32,559,200"",""27,036,753"",""59,595,952"",3,""65,036,695"",""47,469,513"",""112,506,208"",50.06,56.96,52.97,",
"Apr-20,""2,559,238"",""1,798,553"",""4,357,791"",4,""19,510,205"",""6,325,249"",""25,835,454"",13.12,28.43,16.87,0.168674837",0.168674837
"May-20,""6,987,740"",""1,432,869"",""8,420,609"",5,""17,941,669"",""5,737,369"",""23,679,038"",38.95,24.97,35.56,",
"Jun-20,""13,912,318"",""2,715,330"",""16,627,647"",6,""24,772,865"",""7,535,996"",""32,308,862"",56.16,36.03,51.46,",
"Jul-20,""20,062,007"",""5,049,235"",""25,111,243"",7,""40,284,946"",""13,913,415"",""54,198,361"",49.8,36.29,46.33,",
"Aug-20,""20,942,866"",""6,308,854"",""27,251,720"",8,""42,665,758"",""17,519,708"",""60,185,466"",49.09,36.01,45.28,",
"Sep-20,""20,474,608"",""6,054,292"",""26,528,900"",9,""35,882,086"",""18,249,761"",""54,131,847"",57.06,33.17,49.01,",
